domain,keyword,province_name,job_title,company,location,salary,min_salary,max_salary,posted_date,job_url,matched_skills,matched_skill_count,skill_python,skill_r,skill_java,skill_scala,skill_c++,skill_sql & database,skill_mongodb,skill_elasticsearch,skill_pandas,skill_numpy,skill_scipy,skill_sklearn,skill_machine_learning,skill_deep_learning,skill_llm,skill_rag,skill_langchain,skill_openai,skill_huggingface,skill_prompt_engineering,skill_vector_db,skill_excel,skill_powerbi,skill_tableau,skill_matplotlib,skill_seaborn,skill_plotly,skill_spark,skill_hadoop,skill_kafka,skill_aws,skill_gcp,skill_azure,skill_etl,skill_airflow,skill_docker,skill_kubernetes,skill_mlflow,skill_fastapi,skill_flask,skill_streamlit,skill_statistics,skill_git,skill_api,skill_linux
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst,บริษัท เทคซอฟต์ โฮลดิ้ง จำกัด,กรุงเทพมหานคร เขตยานนาวา,"25,000 - 65,000 บาท",25000.0,65000.0,02/20/2026,https://jobbkk.com/jobs/detail/185707/1302504,sql & database|tableau|statistics,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst,บริษัท ไอโคเน็กซ์ จำกัด,กรุงเทพมหานคร เขตคลองเตย,ตามตกลง,,,02/20/2026,https://jobbkk.com/jobs/detail/55877/1349731,machine_learning|tableau|statistics,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst,บริษัท เทคซอฟต์ โฮลดิ้ง จำกัด,กรุงเทพมหานคร เขตยานนาวา,"35,000 - 65,000 บาท",35000.0,65000.0,02/20/2026,https://jobbkk.com/jobs/detail/185707/1262707,etl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data engineer or Data Analyst,บริษัท เทคซอฟต์ โฮลดิ้ง จำกัด,กรุงเทพมหานคร เขตห้วยขวาง,"30,000 - 40,000 บาท",30000.0,40000.0,02/19/2026,https://jobbkk.com/jobs/detail/185707/1341053,python|java|c++|sql & database|etl,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst Officer,Mana Nature Innovation Thailand,กรุงเทพมหานคร เขตพระโขนง,"25,000 - 28,000 บาท",25000.0,28000.0,02/20/2026,https://jobbkk.com/jobs/detailurgent/200311/1352317,python|c++|sql & database|excel|powerbi,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Business Data Analyst,กลุ่มบริษัท ซีดีจี,กรุงเทพมหานคร เขตยานนาวา,ตามตกลง,,,02/19/2026,https://jobbkk.com/jobs/detailurgent/157216/1349554,python|r|c++|sql & database|mongodb|elasticsearch|machine_learning|powerbi|tableau|spark|hadoop|api,12,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JOBBKK,Data Analyst,นครปฐม,เจ้าหน้าที่เครือข่ายบริหารคุณภาพสินทรัพย์ (Data Analyst/MIS) พื้นที่ นครปฐม,บริษัท ธนาคารกสิกรไทย จำกัด (มหาชน),นครปฐม เมืองนครปฐม,ตามตกลง,,,02/17/2026,https://jobbkk.com/jobs/detailurgent/25145/1350335,excel|powerbi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,นักวิเคราะห์ข้อมูล (Data Analyst / 数据分析师),ไบดิ อินเตอร์เนชั่นแนล (พัทยา) เรียล เอสเตท แอสเซค แมเนจเม้นท์ จำกัด,กรุงเทพมหานคร เขตห้วยขวาง,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detailurgent/215198/1248306,sql & database|excel|powerbi|tableau,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Sales Data Analyst Officer,บริษัท ยูนิทีวีเวล จำกัด ( สำนักงานใหญ่ ),กรุงเทพมหานคร เขตลาดพร้าว,"20,000 - 35,000 บาท",20000.0,35000.0,02/22/2026,https://jobbkk.com/jobs/detail/25372/1170166,sql & database|excel|powerbi,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,เจ้าหน้าที่ IT (Data Analyst),บริษัท พรอมิส (ประเทศไทย) จำกัด,กรุงเทพมหานคร เขตวัฒนา,ตามตกลง,,,02/20/2026,https://jobbkk.com/jobs/detailurgent/48318/1352995,python|sql & database,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,เจ้าหน้าที่ชำนาญการปฏิบัติการเอเย่นต์/อาวุโส (Data Analyst),บริษัท ไทยเบฟเวอเรจ จำกัด (มหาชน),กรุงเทพมหานคร เขตคลองเตย,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detail/20229/1210874,excel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Project Management Officer (Data Analyst),อีโวลท์ เทคโนโลยี จำกัด,กรุงเทพมหานคร เขตปทุมวัน,ตามตกลง,,,02/22/2026,https://jobbkk.com/jobs/detail/211010/1337768,python|r|c++|sql & database|machine_learning|excel|powerbi|statistics,8,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,PCMS - Data Analyst (Junior Level),บริษัท โกลบ ซินดิเคท (ประเทศไทย) จำกัด,กรุงเทพมหานคร เขตสวนหลวง,"18,000 - 25,000 บาท",18000.0,25000.0,02/21/2026,https://jobbkk.com/jobs/detail/211603/1359786,excel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,ปทุมธานี,Supervisor Merchandise (Data Analyst & Planer),บริษัท เอ็น วาย เจ กรุ๊ป จำกัด,ปทุมธานี ลำลูกกา,"22,000 - 30,000 บาท",22000.0,30000.0,02/21/2026,https://jobbkk.com/jobs/detailurgent/209699/1339018,sql & database|excel|powerbi|tableau,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst (รพ.พญาไท 2),เครือโรงพยาบาลพญาไทและเครือโรงพยาบาลเปาโล,กรุงเทพมหานคร เขตพญาไท,ตามตกลง,,,02/20/2026,https://jobbkk.com/jobs/detail/14725/1347650,python|r|sql & database|excel|powerbi|tableau|etl,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Junior Marketing Data Analyst (E-commerce & Social),บริษัท พอช เมดิก้า ไลฟ์เทค จำกัด (มหาชน),กรุงเทพมหานคร เขตคันนายาว,"25,000 - 35,000 บาท",25000.0,35000.0,02/20/2026,https://jobbkk.com/jobs/detailurgent/53577/1355875,sql & database|excel|powerbi,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst (Marketing) สำนักงานใหญ่ศรีนครินทร์ซอย 5,บริษัท คอมพานี บี จำกัด,กรุงเทพมหานคร เขตบางกะปิ,"18,000 - 23,000 บาท",18000.0,23000.0,02/22/2026,https://jobbkk.com/jobs/detailurgent/188796/1357838,excel|powerbi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,Data Analyst /Operations Report /Customer Care Coordinator,บริษัท คาร์แทรค เทคโนโลยี (ไทยแลนด์) จำกัด,กรุงเทพมหานคร เขตบางนา,ตามตกลง,,,02/20/2026,https://jobbkk.com/jobs/detail/165852/1354345,excel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,กรุงเทพมหานคร,IT Coordinator (Innovation) /Data Analyst / BTS Phloen Chit/JO32810,บริษัท จัดหางาน เพอร์ซันแนล คอนซัลแตนท์ (ประเทศไทย) จำกัด,กรุงเทพมหานคร เขตปทุมวัน,"30,000 - 45,500 บาท",30000.0,45500.0,02/22/2026,https://jobbkk.com/jobs/detail/12121/1348697,python|sql & database|pandas|numpy|machine_learning|powerbi|tableau|etl,8,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,สมุทรปราการ,Data Analysis ( นักวิเคราะห์ข้อมูล ),"บริษัท บีพีเอส กรุงเทพ จำกัด BPS Bangkok Co., Ltd.",สมุทรปราการ พระประแดง,"15,500 - 20,000 บาท",15500.0,20000.0,02/20/2026,https://jobbkk.com/jobs/detailurgent/169303/1342318,sql & database|excel|powerbi|tableau,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Analyst,นนทบุรี,Data Entry & Data Analyst (2-Month Contract) พนักงานคีย์ & วิเคราะห์ข้อมูล (สัญญ,บริษัท โอเอสเอชเอ (ดิสทริบิวเตอร์) จำกัด,นนทบุรี บางใหญ่,"15,000 - 22,000 บาท",15000.0,22000.0,02/21/2026,https://jobbkk.com/jobs/detailurgent/240929/1357049,excel|powerbi|statistics,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,"R Systems Consulting Services (Thailand) Co., Ltd.",กรุงเทพมหานคร ทุกเขต,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detailurgent/215463/1194142,python|r|sql & database|hadoop|aws|etl|linux,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),กรุงเทพมหานคร เขตธนบุรี,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detailurgent/202426/1357645,aws|gcp|azure|etl,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,บริษัท เอพพิค คอนซัลติ้ง จำกัด,กรุงเทพมหานคร เขตจตุจักร,"30,000 - 59,000 บาท",30000.0,59000.0,02/22/2026,https://jobbkk.com/jobs/detailurgent/184598/1151675,python|r|sql & database|excel|spark|hadoop|kafka|azure|etl|linux,10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,"Saraff Infotech Co.,Ltd",กรุงเทพมหานคร ทุกเขต,"30,000 - 100,000 บาท",30000.0,100000.0,02/20/2026,https://jobbkk.com/jobs/detailurgent/38603/1318234,python|java|c++|sql & database|spark|etl|airflow|docker|kubernetes,9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,บริษัท ไฮไทป์ (ประเทศไทย) จำกัด,กรุงเทพมหานคร ทุกเขต,"38,000 - 55,000 บาท",38000.0,55000.0,02/16/2026,https://jobbkk.com/jobs/detailurgent/235566/1354132,python|sql & database|vector_db|spark|kafka|aws|gcp|etl|airflow|git,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
JOBBKK,Data Engineer,ภูเก็ต,วิศวกรข้อมูล (Data Engineer),บริษัท มายออเดอร์ อินเทลลิเจนซ์ จำกัด,ภูเก็ต เมืองภูเก็ต,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detailurgent/241549/1360268,etl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,บริษัท เทคซอฟต์ โฮลดิ้ง จำกัด,กรุงเทพมหานคร เขตดินแดง,"30,000 - 75,000 บาท",30000.0,75000.0,02/21/2026,https://jobbkk.com/jobs/detail/185707/1275951,python|sql & database|machine_learning|gcp|azure|etl,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,"Information Technology Resources Co., Ltd.",กรุงเทพมหานคร เขตบึงกุ่ม,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detail/158407/1281862,python|sql & database|etl,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,"Advanced Systems Consulting Co., Ltd.",กรุงเทพมหานคร เขตพญาไท,"25,000 - 45,000 บาท",25000.0,45000.0,02/20/2026,https://jobbkk.com/jobs/detail/23963/1169729,python|sql & database|spark|azure,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer,Aware Corporation Limited,กรุงเทพมหานคร ทุกเขต,"30,000 - 55,000 บาท",30000.0,55000.0,02/18/2026,https://jobbkk.com/jobs/detail/159223/1279181,python|sql & database|excel|powerbi|tableau|spark|aws|gcp|azure|etl|linux,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
JOBBKK,Data Engineer,กรุงเทพมหานคร,Junior Data Engineer (Azure Stack),บริษัท เนเมร่า เทคโนโลจีส์ จำกัด,กรุงเทพมหานคร เขตบางซื่อ,ตามตกลง,,,02/22/2026,https://jobbkk.com/jobs/detail/175089/1359342,python|sql & database|excel|spark|azure|etl|api,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
JOBBKK,Data Engineer,นนทบุรี,ด่วน-Data Engineer,บริษัท ซีพี ออลล์ จำกัด (มหาชน),นนทบุรี ปากเกร็ด,ตามตกลง,,,02/22/2026,https://jobbkk.com/jobs/detail/34085/1346084,python|r|sql & database|gcp|etl|statistics,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
JOBBKK,Data Engineer,กรุงเทพมหานคร,Data Engineer (hybird),บริษัท ซันเวนดิ้ง เทคโนโลยี จำกัด (มหาชน),กรุงเทพมหานคร เขตบางกะปิ,"21,000 - 30,000 บาท",21000.0,30000.0,02/19/2026,https://jobbkk.com/jobs/detailurgent/20536/1356536,python|r|java|sql & database|etl|linux,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
JOBBKK,Data Engineer,กรุงเทพมหานคร,Senior Officer - Data Engineer,"SSUP GROUP : Oriental Princess, Cute Press, GNC",กรุงเทพมหานคร เขตราชเทวี,ตามตกลง,,,02/21/2026,https://jobbkk.com/jobs/detailurgent/24632/1283141,sql & database|etl,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JobsDB,Data Scientist,กรุงเทพมหานคร,Data Scientist,"CPF IT CENTER CO., LTD.",กรุงเทพมหานคร,,,,02/19/2026,https://th.jobsdb.com/th/job/90256135?type=standard&ref=search-standalone&origin=jobCard,python|sql & database|machine_learning|deep_learning|statistics,5,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JobsDB,Data Scientist,กรุงเทพมหานคร,Data Scientist,KASIKORNBANK PUBLIC COMPANY LIMITED,กรุงเทพมหานครและปริมณฑล,,,,02/18/2026,https://th.jobsdb.com/th/job/90416020?type=standard&ref=search-standalone&origin=jobCard,python|sql & database|machine_learning|llm|rag,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JobsDB,Data Scientist,กรุงเทพมหานคร,(GEM) Data Scientist สัญญาจ้าง (This position is under GEM Company Limited),Bangchak Corporation Public Company Limited,พระโขนง กรุงเทพมหานคร,"฿25,000 – ฿30,000 per month",25000.0,30000.0,02/17/2026,https://th.jobsdb.com/th/job/90384416?type=standard&ref=search-standalone&origin=jobCard,machine_learning|deep_learning,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JobsDB,Data Scientist,กรุงเทพมหานคร,"Data Scientist, Makro CDC",CP Axtra (Makro),กรุงเทพมหานคร,,,,01/28/2026,https://th.jobsdb.com/th/job/89973354?type=standard&ref=search-standalone&origin=jobCard,python|sql & database|machine_learning|powerbi|spark|aws|azure|mlflow|statistics,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
JobsDB,Data Scientist,ระยอง,Data Scientist,UBE Chemicals (Asia) PCL.,เมืองระยอง ระยอง,"฿28,000 – ฿42,000 per month",28000.0,42000.0,01/28/2026,https://th.jobsdb.com/th/job/89979654?type=standard&ref=search-standalone&origin=jobCard,python|sql & database|sklearn|machine_learning|spark|statistics,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JobsDB,Data Scientist,กรุงเทพมหานคร,Data Scientist & Analytics,Central Retail Corporation Public Company Limited,กรุงเทพมหานคร,,,,02/05/2026,https://th.jobsdb.com/th/job/90161264?type=standard&ref=search-standalone&origin=jobCard,python|sql & database|excel|powerbi|tableau|spark|hadoop|aws|azure|statistics,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
JobsDB,Data Scientist,กรุงเทพมหานคร,Data Scientist (Accounting & Finance),Charoen Pokphand Foods Public Company Limited,สาทร กรุงเทพมหานคร,,,,02/11/2026,https://th.jobsdb.com/th/job/90283308?type=standard&ref=search-standalone&origin=jobCard,python|r|sql & database|machine_learning|powerbi|tableau|statistics,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
