keyword,province_code,province_name,page,job_title,company,location,salary,posted_date,job_url,raw_text
data analyst,,นนทบุรี,4,Business Data Analyst,บริษัท ปราชญา สุขภาศรม จำกัด,นนทบุรี บางใหญ่,"18,000 - 25,000 บาท",14/02/2026 07:51,https://jobbkk.com/jobs/detailurgent/229746/1357101,"Business Data Analyst บริษัท ปราชญา สุขภาศรม จำกัด รับสมัครด่วน 3 วันที่แล้ว นนทบุรี บางใหญ่ 18,000 - 25,000 บาท Business Data Analyst บริษัท ปราชญา สุขภาศรม จำกัด นนทบุรี บางใหญ่ 18,000 - 25,000 บาท อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,4,Business Data Analyst,กลุ่มบริษัท ซีดีจี,กรุงเทพมหานคร เขตยานนาวา,ตามตกลง,07/02/2026 21:03,https://jobbkk.com/jobs/detailurgent/157216/1349554,Business Data Analyst กลุ่มบริษัท ซีดีจี รับสมัครด่วน 9 วันที่แล้ว กรุงเทพมหานคร เขตยานนาวา ตามตกลง Business Data Analyst กลุ่มบริษัท ซีดีจี กรุงเทพมหานคร เขตยานนาวา ตามตกลง BTS ช่องนนทรี MRT คลองเตย อ่านรายละเอียดงาน
data analyst,,นครปฐม,4,เจ้าหน้าที่เครือข่ายบริหารคุณภาพสินทรัพย์ (Data Analyst/MIS) พื้นที่ นครปฐม,บริษัท ธนาคารกสิกรไทย จำกัด (มหาชน),นครปฐม เมืองนครปฐม,ตามตกลง,17/02/2026 05:51,https://jobbkk.com/jobs/detailurgent/25145/1350335,เจ้าหน้าที่เครือข่ายบริหารคุณภาพสินทรัพย์ (Data Analyst/MIS) พื้นที่ นครปฐม บริษัท ธนาคารกสิกรไทย จำกัด (มหาชน) รับสมัครด่วน 7 ชั่วโมงที่แล้ว นครปฐม เมืองนครปฐม ตามตกลง เจ้าหน้าที่เครือข่ายบริหารคุณภาพสินทรัพย์ (Data Analyst/MIS) พื้นที่ นครปฐม บริษัท ธนาคารกสิกรไทย จำกัด (มหาชน) นครปฐม เมืองนครปฐม ตามตกลง อ่านรายละเอียดงาน
data analyst,,กรุงเทพมหานคร,5,นักวิเคราะห์ข้อมูล (Data Analyst / 数据分析师),ไบดิ อินเตอร์เนชั่นแนล (พัทยา) เรียล เอสเตท แอสเซค แมเนจเม้นท์ จำกัด,กรุงเทพมหานคร เขตห้วยขวาง,ตามตกลง,14/02/2026 09:39,https://jobbkk.com/jobs/detailurgent/215198/1248306,นักวิเคราะห์ข้อมูล (Data Analyst / 数据分析师) ไบดิ อินเตอร์เนชั่นแนล (พัทยา) เรียล เอสเตท แอสเซค แมเนจเม้นท์ จำกัด รับสมัครด่วน 3 วันที่แล้ว กรุงเทพมหานคร เขตห้วยขวาง ตามตกลง นักวิเคราะห์ข้อมูล (Data Analyst / 数据分析师) ไบดิ อินเตอร์เนชั่นแนล (พัทยา) เรียล เอสเตท แอสเซค แมเนจเม้นท์ จำกัด กรุงเทพมหานคร เขตห้วยขวาง ตามตกลง อ่านรายละเอียดงาน
data analyst,,กรุงเทพมหานคร,6,เจ้าหน้าที่ IT (Data Analyst),บริษัท พรอมิส (ประเทศไทย) จำกัด,กรุงเทพมหานคร เขตวัฒนา,ตามตกลง,16/02/2026 11:51,https://jobbkk.com/jobs/detailurgent/48318/1352995,เจ้าหน้าที่ IT (Data Analyst) บริษัท พรอมิส (ประเทศไทย) จำกัด รับสมัครด่วน 1 วันที่แล้ว กรุงเทพมหานคร เขตวัฒนา ตามตกลง เจ้าหน้าที่ IT (Data Analyst) บริษัท พรอมิส (ประเทศไทย) จำกัด กรุงเทพมหานคร เขตวัฒนา ตามตกลง นักศึกษาจบใหม่ / ผู้ไม่มีประสบการณ์ BTS อโศก MRT สุขุมวิท อ่านรายละเอียดงาน
data analyst,,กรุงเทพมหานคร,6,Sales Data Analyst Officer,บริษัท ยูนิทีวีเวล จำกัด ( สำนักงานใหญ่ ),กรุงเทพมหานคร เขตลาดพร้าว,"20,000 - 35,000 บาท",16/02/2026 07:03,https://jobbkk.com/jobs/detail/25372/1170166,"Sales Data Analyst Officer บริษัท ยูนิทีวีเวล จำกัด ( สำนักงานใหญ่ ) 1 วันที่แล้ว กรุงเทพมหานคร เขตลาดพร้าว 20,000 - 35,000 บาท Sales Data Analyst Officer บริษัท ยูนิทีวีเวล จำกัด ( สำนักงานใหญ่ ) กรุงเทพมหานคร เขตลาดพร้าว 20,000 - 35,000 บาท BTS รัชโยธิน,เสนานิคม MRT ลาดพร้าว,พหลโยธิน อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,6,Inventory Data Analyst (นักวิเคราะห์ข้อมูลสินค้าคงคลัง),Work Station (บริษัท วินเนอร์ วัน จำกัด),กรุงเทพมหานคร ทุกเขต,"25,000 - 28,000 บาท",15/02/2026 02:45,https://jobbkk.com/jobs/detailurgent/185378/1350867,"Inventory Data Analyst (นักวิเคราะห์ข้อมูลสินค้าคงคลัง) Work Station (บริษัท วินเนอร์ วัน จำกัด) รับสมัครด่วน 2 วันที่แล้ว กรุงเทพมหานคร ทุกเขต 25,000 - 28,000 บาท Inventory Data Analyst (นักวิเคราะห์ข้อมูลสินค้าคงคลัง) Work Station (บริษัท วินเนอร์ วัน จำกัด) กรุงเทพมหานคร ทุกเขต 25,000 - 28,000 บาท อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,6,เจ้าหน้าที่ชำนาญการปฏิบัติการเอเย่นต์/อาวุโส (Data Analyst),บริษัท ไทยเบฟเวอเรจ จำกัด (มหาชน),กรุงเทพมหานคร เขตคลองเตย,ตามตกลง,15/02/2026 00:03,https://jobbkk.com/jobs/detail/20229/1210874,เจ้าหน้าที่ชำนาญการปฏิบัติการเอเย่นต์/อาวุโส (Data Analyst) บริษัท ไทยเบฟเวอเรจ จำกัด (มหาชน) 2 วันที่แล้ว กรุงเทพมหานคร เขตคลองเตย ตามตกลง เจ้าหน้าที่ชำนาญการปฏิบัติการเอเย่นต์/อาวุโส (Data Analyst) บริษัท ไทยเบฟเวอเรจ จำกัด (มหาชน) กรุงเทพมหานคร เขตคลองเตย ตามตกลง นักศึกษาจบใหม่ / ผู้ไม่มีประสบการณ์ BTS หมอชิต MRT สวนจตุจักร อ่านรายละเอียดงาน
data analyst,,ปทุมธานี,6,Supervisor Merchandise (Data Analyst & Planer),บริษัท เอ็น วาย เจ กรุ๊ป จำกัด,ปทุมธานี ลำลูกกา,"22,000 - 30,000 บาท",17/02/2026 13:39,https://jobbkk.com/jobs/detailurgent/209699/1339018,"Supervisor Merchandise (Data Analyst & Planer) บริษัท เอ็น วาย เจ กรุ๊ป จำกัด รับสมัครด่วน 11 นาทีที่แล้ว ปทุมธานี ลำลูกกา 22,000 - 30,000 บาท Supervisor Merchandise (Data Analyst & Planer) บริษัท เอ็น วาย เจ กรุ๊ป จำกัด ปทุมธานี ลำลูกกา 22,000 - 30,000 บาท BTS คูคต อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,6,Project Management Officer (Data Analyst),อีโวลท์ เทคโนโลยี จำกัด,กรุงเทพมหานคร เขตปทุมวัน,ตามตกลง,17/02/2026 10:33,https://jobbkk.com/jobs/detail/211010/1337768,"Project Management Officer (Data Analyst) อีโวลท์ เทคโนโลยี จำกัด 3 ชั่วโมงที่แล้ว กรุงเทพมหานคร เขตปทุมวัน ตามตกลง Project Management Officer (Data Analyst) อีโวลท์ เทคโนโลยี จำกัด กรุงเทพมหานคร เขตปทุมวัน ตามตกลง BTS สนามกีฬาแห่งชาติ MRT หัวลำโพง,สามย่าน อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,7,PCMS - Data Analyst (Junior Level),บริษัท โกลบ ซินดิเคท (ประเทศไทย) จำกัด,กรุงเทพมหานคร เขตสวนหลวง,"18,000 - 25,000 บาท",16/02/2026 20:03,https://jobbkk.com/jobs/detail/211603/1359786,"PCMS - Data Analyst (Junior Level) บริษัท โกลบ ซินดิเคท (ประเทศไทย) จำกัด 17 ชั่วโมงที่แล้ว กรุงเทพมหานคร เขตสวนหลวง 18,000 - 25,000 บาท PCMS - Data Analyst (Junior Level) บริษัท โกลบ ซินดิเคท (ประเทศไทย) จำกัด กรุงเทพมหานคร เขตสวนหลวง 18,000 - 25,000 บาท นักศึกษาจบใหม่ / ผู้ไม่มีประสบการณ์ MRT หัวหมาก อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,7,Data Analyst (รพ.พญาไท 2),เครือโรงพยาบาลพญาไทและเครือโรงพยาบาลเปาโล,กรุงเทพมหานคร เขตพญาไท,ตามตกลง,15/02/2026 18:03,https://jobbkk.com/jobs/detail/14725/1347650,Data Analyst (รพ.พญาไท 2) เครือโรงพยาบาลพญาไทและเครือโรงพยาบาลเปาโล 1 วันที่แล้ว กรุงเทพมหานคร เขตพญาไท ตามตกลง Data Analyst (รพ.พญาไท 2) เครือโรงพยาบาลพญาไทและเครือโรงพยาบาลเปาโล กรุงเทพมหานคร เขตพญาไท ตามตกลง BTS สนามเป้า อ่านรายละเอียดงาน
data analyst,,กรุงเทพมหานคร,8,Junior Marketing Data Analyst (E-commerce & Social),บริษัท พอช เมดิก้า ไลฟ์เทค จำกัด (มหาชน),กรุงเทพมหานคร เขตคันนายาว,"25,000 - 35,000 บาท",16/02/2026 10:03,https://jobbkk.com/jobs/detailurgent/53577/1355875,"Junior Marketing Data Analyst (E-commerce & Social) บริษัท พอช เมดิก้า ไลฟ์เทค จำกัด (มหาชน) รับสมัครด่วน 1 วันที่แล้ว กรุงเทพมหานคร เขตคันนายาว 25,000 - 35,000 บาท Junior Marketing Data Analyst (E-commerce & Social) บริษัท พอช เมดิก้า ไลฟ์เทค จำกัด (มหาชน) กรุงเทพมหานคร เขตคันนายาว 25,000 - 35,000 บาท นักศึกษาจบใหม่ / ผู้ไม่มีประสบการณ์ MRT รามอินทรา ก.ม.9 อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,8,Data Analyst (Marketing) สำนักงานใหญ่ศรีนครินทร์ซอย 5,บริษัท คอมพานี บี จำกัด,กรุงเทพมหานคร เขตบางกะปิ,"18,000 - 23,000 บาท",17/02/2026 08:33,https://jobbkk.com/jobs/detailurgent/188796/1357838,"Data Analyst (Marketing) สำนักงานใหญ่ศรีนครินทร์ซอย 5 บริษัท คอมพานี บี จำกัด รับสมัครด่วน 5 ชั่วโมงที่แล้ว กรุงเทพมหานคร เขตบางกะปิ 18,000 - 23,000 บาท Data Analyst (Marketing) สำนักงานใหญ่ศรีนครินทร์ซอย 5 บริษัท คอมพานี บี จำกัด กรุงเทพมหานคร เขตบางกะปิ 18,000 - 23,000 บาท อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,9,Data Analyst /Operations Report /Customer Care Coordinator,บริษัท คาร์แทรค เทคโนโลยี (ไทยแลนด์) จำกัด,กรุงเทพมหานคร เขตบางนา,ตามตกลง,17/02/2026 08:51,https://jobbkk.com/jobs/detail/165852/1354345,Data Analyst /Operations Report /Customer Care Coordinator บริษัท คาร์แทรค เทคโนโลยี (ไทยแลนด์) จำกัด 4 ชั่วโมงที่แล้ว กรุงเทพมหานคร เขตบางนา ตามตกลง Data Analyst /Operations Report /Customer Care Coordinator บริษัท คาร์แทรค เทคโนโลยี (ไทยแลนด์) จำกัด กรุงเทพมหานคร เขตบางนา ตามตกลง BTS อุดมสุข อ่านรายละเอียดงาน
data analyst,,กรุงเทพมหานคร,9,นักศึกษาฝึกงานวิเคราะห์ข้อมูล Data Analyst Intern วันละ 300 บาท,บริษัท ไทยเร้นท์อะคาร์ คอร์ปอเรชั่น จำกัด,กรุงเทพมหานคร เขตห้วยขวาง,"7,500 - 7,500 บาท",17/02/2026 09:33,https://jobbkk.com/jobs/detail/22123/1102089,"นักศึกษาฝึกงานวิเคราะห์ข้อมูล Data Analyst Intern วันละ 300 บาท บริษัท ไทยเร้นท์อะคาร์ คอร์ปอเรชั่น จำกัด 4 ชั่วโมงที่แล้ว กรุงเทพมหานคร เขตห้วยขวาง 7,500 - 7,500 บาท นักศึกษาฝึกงานวิเคราะห์ข้อมูล Data Analyst Intern วันละ 300 บาท บริษัท ไทยเร้นท์อะคาร์ คอร์ปอเรชั่น จำกัด กรุงเทพมหานคร เขตห้วยขวาง 7,500 - 7,500 บาท อ่านรายละเอียดงาน"
data analyst,,กรุงเทพมหานคร,9,IT Coordinator (Innovation) /Data Analyst / BTS Phloen Chit/JO32810,บริษัท จัดหางาน เพอร์ซันแนล คอนซัลแตนท์ (ประเทศไทย) จำกัด,กรุงเทพมหานคร เขตปทุมวัน,"30,000 - 45,500 บาท",15/02/2026 22:33,https://jobbkk.com/jobs/detail/12121/1348697,"IT Coordinator (Innovation) /Data Analyst / BTS Phloen Chit/JO32810 บริษัท จัดหางาน เพอร์ซันแนล คอนซัลแตนท์ (ประเทศไทย) จำกัด 1 วันที่แล้ว กรุงเทพมหานคร เขตปทุมวัน 30,000 - 45,500 บาท IT Coordinator (Innovation) /Data Analyst / BTS Phloen Chit/JO32810 บริษัท จัดหางาน เพอร์ซันแนล คอนซัลแตนท์ (ประเทศไทย) จำกัด กรุงเทพมหานคร เขตปทุมวัน 30,000 - 45,500 บาท BTS เพลินจิต อ่านรายละเอียดงาน"
data analyst,,สมุทรปราการ,9,Data Analysis ( นักวิเคราะห์ข้อมูล ),"บริษัท บีพีเอส กรุงเทพ จำกัด BPS Bangkok Co., Ltd.",สมุทรปราการ พระประแดง,"15,500 - 20,000 บาท",17/02/2026 09:39,https://jobbkk.com/jobs/detailurgent/169303/1342318,"Data Analysis ( นักวิเคราะห์ข้อมูล ) บริษัท บีพีเอส กรุงเทพ จำกัด BPS Bangkok Co., Ltd. รับสมัครด่วน 4 ชั่วโมงที่แล้ว สมุทรปราการ พระประแดง 15,500 - 20,000 บาท Data Analysis ( นักวิเคราะห์ข้อมูล ) บริษัท บีพีเอส กรุงเทพ จำกัด BPS Bangkok Co., Ltd. สมุทรปราการ พระประแดง 15,500 - 20,000 บาท นักศึกษาจบใหม่ / ผู้ไม่มีประสบการณ์ อ่านรายละเอียดงาน"
data analyst,,นนทบุรี,10,Data Entry & Data Analyst (2-Month Contract) พนักงานคีย์ & วิเคราะห์ข้อมูล (สัญญ,บริษัท โอเอสเอชเอ (ดิสทริบิวเตอร์) จำกัด,นนทบุรี บางใหญ่,"15,000 - 22,000 บาท",13/02/2026 10:03,https://jobbkk.com/jobs/detailurgent/240929/1357049,"Data Entry & Data Analyst (2-Month Contract) พนักงานคีย์ & วิเคราะห์ข้อมูล (สัญญ บริษัท โอเอสเอชเอ (ดิสทริบิวเตอร์) จำกัด รับสมัครด่วน 4 วันที่แล้ว นนทบุรี บางใหญ่ 15,000 - 22,000 บาท Data Entry & Data Analyst (2-Month Contract) พนักงานคีย์ & วิเคราะห์ข้อมูล (สัญญ บริษัท โอเอสเอชเอ (ดิสทริบิวเตอร์) จำกัด นนทบุรี บางใหญ่ 15,000 - 22,000 บาท นักศึกษาจบใหม่ / ผู้ไม่มีประสบการณ์ MRT บางพลู อ่านรายละเอียดงาน"
